Campus,Curso,Periodo_dia,Horario,Semestre,Dia,Periodo_Aula,Tipo_Curso,Materia,Professor,Observacao,Semestre_Curso
PONTAL,EAS,TARDE,4.0,9.0,QUARTA,VESPERTINO,INTEGRAL TN,TRATAMENTO DE AGUA,CAMILA,,9_EAS
PONTAL,EAS,TARDE,5.0,9.0,QUARTA,VESPERTINO,INTEGRAL TN,TRATAMENTO DE AGUA,CAMILA,,9_EAS
MIRASOL,EAS,TARDE,1.0,9.0,QUINTA,INTEGRAL TN,INTEGRAL TN,GESTAO AMBIENTAL E GERENCIAMENTO,CESAR SILVA,,9_EAS
MIRASOL,EAS,TARDE,2.0,9.0,QUINTA,INTEGRAL TN,INTEGRAL TN,GESTAO AMBIENTAL E GERENCIAMENTO,CESAR SILVA,,9_EAS
MIRASOL,EAS,TARDE,3.0,9.0,QUINTA,INTEGRAL TN,INTEGRAL TN,GESTAO AMBIENTAL E GERENCIAMENTO,CESAR SILVA,,9_EAS
MIRASOL,EAS,TARDE,4.0,9.0,QUINTA,INTEGRAL TN,INTEGRAL TN,GESTAO AMBIENTAL E GERENCIAMENTO,CESAR SILVA,,9_EAS
MIRASOL,EAS,TARDE,5.0,9.0,QUINTA,INTEGRAL TN,INTEGRAL TN,GESTAO AMBIENTAL E GERENCIAMENTO,CESAR SILVA,,9_EAS
MIRASOL,EAS,NOITE,2.0,9.0,QUINTA,INTEGRAL TN,INTEGRAL TN,GESTAO AMBIENTAL E GERENCIAMENTO,CESAR SILVA,,9_EAS
PONTAL,EAS,TARDE,1.0,7.0,SEGUNDA,VESPERTINO,INTEGRAL TN,BIOQUIMICA,RODOLFO,PONTALMIRASOL,7_EAS
PONTAL,EAS,TARDE,2.0,7.0,SEGUNDA,VESPERTINO,INTEGRAL TN,BIOQUIMICA,RODOLFO,PONTALMIRASOL,7_EAS
PONTAL,EAS,TARDE,3.0,7.0,SEGUNDA,VESPERTINO,INTEGRAL TN,BIOQUIMICA,SACHSIDA,PONTALMIRASOL,7_EAS
PONTAL,EAS,TARDE,4.0,7.0,SEGUNDA,VESPERTINO,INTEGRAL TN,BIOQUIMICA,SACHSIDA,PONTALMIRASOL,7_EAS
PONTAL,EAS,TARDE,1.0,7.0,TERCA,VESPERTINO,INTEGRAL TN,QUALIDADE DA AGU,SILVIA,,7_EAS
PONTAL,EAS,TARDE,2.0,7.0,TERCA,VESPERTINO,INTEGRAL TN,QUALIDADE DA AGU,SILVIA,,7_EAS
PONTAL,EAS,TARDE,3.0,7.0,TERCA,VESPERTINO,INTEGRAL TN,QUALIDADE DA AGU,SILVIA,,7_EAS
PONTAL,EAS,TARDE,4.0,7.0,TERCA,VESPERTINO,INTEGRAL TN,QUALIDADE DA AGU,SILVIA,,7_EAS
MIRASOL,EAS,TARDE,1.0,7.0,QUARTA,VESPERTINO,INTEGRAL TN,RECUPERACAO DE AREAS DEGRADADAS,SIMONE,,7_EAS
MIRASOL,EAS,TARDE,2.0,7.0,QUARTA,VESPERTINO,INTEGRAL TN,RECUPERACAO DE AREAS DEGRADADAS,SIMONE,,7_EAS
MIRASOL,EAS,TARDE,3.0,7.0,QUARTA,VESPERTINO,INTEGRAL TN,GEOTECNIA AMBIENTAL,ELISANGELA,,7_EAS
MIRASOL,EAS,TARDE,4.0,7.0,QUARTA,VESPERTINO,INTEGRAL TN,GEOTECNIA AMBIENTAL,ELISANGELA,,7_EAS
MIRASOL,EAS,TARDE,5.0,7.0,QUARTA,VESPERTINO,INTEGRAL TN,GEOTECNIA AMBIENTAL,ELISANGELA,,7_EAS
MIRASOL,EAS,NOITE,2.0,7.0,QUARTA,NOTURNO,INTEGRAL TN,GEOTECNIA AMBIENTAL EAD,ELISANGELA,EAD,7_EAS
MIRASOL,EAS,TARDE,1.0,7.0,QUINTA,VESPERTINO,INTEGRAL TN,GEOPROCESSAMENTO,MAURICIO,SALA 4,7_EAS
MIRASOL,EAS,TARDE,2.0,7.0,SEXTA,VESPERTINO,INTEGRAL TN,GEOPROCESSAMENTO,MAURICIO,SALA 4,7_EAS
MIRASOL,EAS,TARDE,3.0,7.0,SEXTA,VESPERTINO,INTEGRAL TN,POLUICAO DOS AMBIENTES COSTEIROS,SIMONE,SALA 4,7_EAS
MIRASOL,EAS,TARDE,4.0,7.0,SEXTA,VESPERTINO,INTEGRAL TN,POLUICAO DOS AMBIENTES COSTEIROS,SIMONE,SALA 4,7_EAS
MIRASOL,EAS,TARDE,1.0,7.0,SEXTA,VESPERTINO,INTEGRAL TN,POLUICAO DO AR,ARMANI,,7_EAS
MIRASOL,EAS,TARDE,2.0,7.0,SEXTA,VESPERTINO,INTEGRAL TN,POLUICAO DO AR,ARMANI,,7_EAS
MIRASOL,EAS,TARDE,3.0,7.0,SEXTA,VESPERTINO,INTEGRAL TN,POLUICAO DO AR,ARMANI,,7_EAS
MIRASOL,EAS,TARDE,4.0,7.0,SEXTA,VESPERTINO,INTEGRAL TN,RECUPERACAO DE AREAS DEGRADADAS,SIMONE,,7_EAS
MIRASOL,EAS,TARDE,5.0,7.0,SEXTA,VESPERTINO,INTEGRAL TN,RECUPERACAO DE AREAS DEGRADADAS,SIMONE,,7_EAS
MIRASOL,EAS,NOITE,2.0,7.0,SEXTA,NOTURNO,INTEGRAL TN,POLUICAO DO AR EAD,ARMANI,EAD,7_EAS
MIRASOL,EAS,NOITE,3.0,7.0,SEXTA,NOTURNO,INTEGRAL TN,POLUICAO DO AR EAD,ARMANI,EAD,7_EAS
PONTAL,ECV,TARDE,1.0,1.0,SEGUNDA,VESPERTINO,VESPERTINO,METODOLOGIA CIENTIFICA E TECNOLOGICA,DANIELA,,1_ECV
PONTAL,ECV,TARDE,2.0,1.0,SEGUNDA,VESPERTINO,VESPERTINO,QUIMICA I,HARUMI,,1_ECV
PONTAL,ECV,TARDE,3.0,1.0,SEGUNDA,VESPERTINO,VESPERTINO,QUIMICA I,HARUMI,,1_ECV
PONTAL,ECV,TARDE,4.0,1.0,SEGUNDA,VESPERTINO,VESPERTINO,QUIMICA I,HARUMI,,1_ECV
PONTAL,ECV,TARDE,5.0,1.0,SEGUNDA,VESPERTINO,VESPERTINO,QUIMICA I,HARUMI,,1_ECV
MIRASOL,ECV,TARDE,1.0,1.0,TERCA,VESPERTINO,VESPERTINO,CALCULO I,ALEX,,1_ECV
MIRASOL,ECV,TARDE,2.0,1.0,TERCA,VESPERTINO,VESPERTINO,CALCULO I,ALEX,,1_ECV
MIRASOL,ECV,TARDE,3.0,1.0,TERCA,VESPERTINO,VESPERTINO,CALCULO I,ALEX,,1_ECV
MIRASOL,ECV,TARDE,4.0,1.0,TERCA,VESPERTINO,VESPERTINO,CALCULO I,ALEX,,1_ECV
MIRASOL,ECV,TARDE,5.0,1.0,TERCA,VESPERTINO,VESPERTINO,METODOLOGIA CIENTIFICA E TECNOLOGICA,DANIELA,,1_ECV
PONTAL,ECV,TARDE,1.0,1.0,QUARTA,VESPERTINO,VESPERTINO,INTRODUCAO A ENGENHARIA CIVIL,DANIELA,,1_ECV
PONTAL,ECV,TARDE,2.0,1.0,QUARTA,VESPERTINO,VESPERTINO,INTRODUCAO A ENGENHARIA CIVIL,DANIELA,,1_ECV
PONTAL,ECV,TARDE,3.0,1.0,QUARTA,VESPERTINO,VESPERTINO,GEOMETRIA ANALITICA,LUCIANA,,1_ECV
PONTAL,ECV,TARDE,4.0,1.0,QUARTA,VESPERTINO,VESPERTINO,GEOMETRIA ANALITICA,LUCIANA,,1_ECV
PONTAL,ECV,TARDE,5.0,1.0,QUARTA,VESPERTINO,VESPERTINO,GEOMETRIA ANALITICA,LUCIANA,,1_ECV
PONTAL,ECV,TARDE,1.0,1.0,QUINTA,VESPERTINO,VESPERTINO,FUNDAMENTOS DA EXTENSAO,LILIAN,,1_ECV
PONTAL,ECV,TARDE,2.0,1.0,QUINTA,VESPERTINO,VESPERTINO,EXPRESSAO GRAFICA,CINTIA,,1_ECV
PONTAL,ECV,TARDE,3.0,1.0,QUINTA,VESPERTINO,VESPERTINO,EXPRESSAO GRAFICA,CINTIA,,1_ECV
PONTAL,ECV,TARDE,4.0,1.0,QUINTA,VESPERTINO,VESPERTINO,EXPRESSAO GRAFICA,CINTIA,,1_ECV
PONTAL,ECV,TARDE,5.0,1.0,QUINTA,VESPERTINO,VESPERTINO,EXPRESSAO GRAFICA,CINTIA,,1_ECV
PONTAL,ECV,TARDE,1.0,1.0,SEXTA,VESPERTINO,VESPERTINO,COMPUTACAO I,SELMA,,1_ECV
PONTAL,ECV,TARDE,2.0,1.0,SEXTA,VESPERTINO,VESPERTINO,COMPUTACAO I,SELMA,,1_ECV
PONTAL,ECV,TARDE,3.0,1.0,SEXTA,VESPERTINO,VESPERTINO,FUNDAMENTOS DA EXTENSAO,LILIAN,,1_ECV
PONTAL,ECV,TARDE,4.0,1.0,SEXTA,VESPERTINO,VESPERTINO,ECONOMIA,MANUELA,,1_ECV
PONTAL,ECV,TARDE,5.0,1.0,SEXTA,VESPERTINO,VESPERTINO,ECONOMIA,MANUELA,,1_ECV
PONTAL,ECV,TARDE,1.0,3.0,SEGUNDA,VESPERTINO,VESPERTINO,INTRODUCAO A GESTAO DO TRABALHO,ELIANE,,3_ECV
PONTAL,ECV,TARDE,2.0,3.0,SEGUNDA,VESPERTINO,VESPERTINO,INTRODUCAO A GESTAO DO TRABALHO,ELIANE,,3_ECV
PONTAL,ECV,TARDE,3.0,3.0,SEGUNDA,VESPERTINO,VESPERTINO,TOPOGRAFIA I,BERNARDINO,,3_ECV
PONTAL,ECV,TARDE,4.0,3.0,SEGUNDA,VESPERTINO,VESPERTINO,TOPOGRAFIA I,BERNARDINO,,3_ECV
PONTAL,ECV,TARDE,5.0,3.0,SEGUNDA,VESPERTINO,VESPERTINO,MECANICA GERAL,HENRIQUE,,3_ECV
MIRASOL,ECV,TARDE,1.0,3.0,TERCA,VESPERTINO,VESPERTINO,MECANICA GERAL,HENRIQUE,,3_ECV
MIRASOL,ECV,TARDE,2.0,3.0,TERCA,VESPERTINO,VESPERTINO,MECANICA GERAL,HENRIQUE,,3_ECV
MIRASOL,ECV,TARDE,3.0,3.0,TERCA,VESPERTINO,VESPERTINO,MECANICA GERAL,HENRIQUE,,3_ECV
MIRASOL,ECV,TARDE,4.0,3.0,TERCA,VESPERTINO,VESPERTINO,ESTATISTICA EXPERIMENTAL,SANDRINI,,3_ECV
MIRASOL,ECV,TARDE,5.0,3.0,TERCA,VESPERTINO,VESPERTINO,ESTATISTICA EXPERIMENTAL,SANDRINI,,3_ECV
MIRASOL,ECV,TARDE,1.0,3.0,QUARTA,VESPERTINO,VESPERTINO,FISICA II,CASSIO,,3_ECV
MIRASOL,ECV,TARDE,2.0,3.0,QUARTA,VESPERTINO,VESPERTINO,CALCULO DIFERENCIAL E INTEGRAL III,RAFAELLA,,3_ECV
MIRASOL,ECV,TARDE,3.0,3.0,QUARTA,VESPERTINO,VESPERTINO,CALCULO DIFERENCIAL E INTEGRAL III,RAFAELLA,,3_ECV
MIRASOL,ECV,TARDE,4.0,3.0,QUARTA,VESPERTINO,VESPERTINO,CIENCIAS DOS MAT,SILVIA,,3_ECV
MIRASOL,ECV,TARDE,5.0,3.0,QUARTA,VESPERTINO,VESPERTINO,CIENCIAS DOS MAT,SILVIA,,3_ECV
MIRASOL,ECV,TARDE,1.0,3.0,QUINTA,VESPERTINO,VESPERTINO,FISICA II,CASSIO,,3_ECV
MIRASOL,ECV,TARDE,2.0,3.0,QUINTA,VESPERTINO,VESPERTINO,FISICA II,CASSIO,,3_ECV
MIRASOL,ECV,TARDE,3.0,3.0,QUINTA,VESPERTINO,VESPERTINO,FISICA II,CASSIO,,3_ECV
MIRASOL,ECV,TARDE,4.0,3.0,QUINTA,VESPERTINO,VESPERTINO,FISICA EXPERIMENTAL II,CASSIO,,3_ECV
MIRASOL,ECV,TARDE,5.0,3.0,QUINTA,VESPERTINO,VESPERTINO,FISICA EXPERIMENTAL II,CASSIO,,3_ECV
MIRASOL,ECV,TARDE,1.0,3.0,SEXTA,VESPERTINO,VESPERTINO,CALCULO DIFERENCIAL E INTEGRAL III,RAFAELLA,,3_ECV
MIRASOL,ECV,TARDE,2.0,3.0,SEXTA,VESPERTINO,VESPERTINO,CALCULO DIFERENCIAL E INTEGRAL III,RAFAELLA,,3_ECV
MIRASOL,ECV,TARDE,3.0,3.0,SEXTA,VESPERTINO,VESPERTINO,PROJ ENGENHARIA,ELIZABETE,,3_ECV
MIRASOL,ECV,TARDE,4.0,3.0,SEXTA,VESPERTINO,VESPERTINO,PROJ ENGENHARIA,ELIZABETE,,3_ECV
MIRASOL,ECV,TARDE,5.0,3.0,SEXTA,VESPERTINO,VESPERTINO,PROJ ENGENHARIA,ELIZABETE,,3_ECV
PONTAL,ECV,TARDE,1.0,5.0,SEGUNDA,VESPERTINO,VESPERTINO,FENOMENOS DE TRANSPORTE,ROBERTA,,5_ECV
PONTAL,ECV,TARDE,2.0,5.0,SEGUNDA,VESPERTINO,VESPERTINO,FENOMENOS DE TRANSPORTE,ROBERTA,,5_ECV
PONTAL,ECV,TARDE,3.0,5.0,SEGUNDA,VESPERTINO,VESPERTINO,FENOMENOS DE TRANSPORTE,ROBERTA,,5_ECV
PONTAL,ECV,TARDE,4.0,5.0,SEGUNDA,VESPERTINO,VESPERTINO,FENOMENOS DE TRANSPORTE,ROBERTA,,5_ECV
PONTAL,ECV,TARDE,5.0,5.0,SEGUNDA,VESPERTINO,VESPERTINO,FENOMENOS DE TRANSPORTE,ROBERTA,,5_ECV
PONTAL,ECV,TARDE,1.0,5.0,TERCA,VESPERTINO,VESPERTINO,RESISTENCIA DOS MATERIAIS I,ROSSIGALI,,5_ECV
PONTAL,ECV,TARDE,2.0,5.0,TERCA,VESPERTINO,VESPERTINO,RESISTENCIA DOS MATERIAIS I,ROSSIGALI,,5_ECV
PONTAL,ECV,TARDE,3.0,5.0,TERCA,VESPERTINO,VESPERTINO,CONSTRUCAO CIVIL II,DANIELA,,5_ECV
PONTAL,ECV,TARDE,4.0,5.0,TERCA,VESPERTINO,VESPERTINO,CONSTRUCAO CIVIL II,DANIELA,,5_ECV
PONTAL,ECV,TARDE,5.0,5.0,TERCA,VESPERTINO,VESPERTINO,CALCULO NUMERICO,ROGERIO,,5_ECV
MIRASOL,ECV,TARDE,1.0,5.0,QUARTA,VESPERTINO,VESPERTINO,MECANICA DOS SOLOS,ELISANGELA,,5_ECV
MIRASOL,ECV,TARDE,2.0,5.0,QUARTA,VESPERTINO,VESPERTINO,MECANICA DOS SOLOS,ELISANGELA,,5_ECV
MIRASOL,ECV,TARDE,3.0,5.0,QUARTA,VESPERTINO,VESPERTINO,ELETRICIDADE PARA ENGENHARIA CIVIL,JULIANA,,5_ECV
MIRASOL,ECV,TARDE,4.0,5.0,QUARTA,VESPERTINO,VESPERTINO,ELETRICIDADE PARA ENGENHARIA CIVIL,JULIANA,,5_ECV
MIRASOL,ECV,TARDE,5.0,5.0,QUARTA,VESPERTINO,VESPERTINO,ELETRICIDADE PARA ENGENHARIA CIVIL,JULIANA,,5_ECV
MIRASOL,ECV,TARDE,1.0,5.0,QUINTA,VESPERTINO,VESPERTINO,RESISTENCIA DOS MATERIAIS I,ROSSIGALI,,5_ECV
MIRASOL,ECV,TARDE,2.0,5.0,QUINTA,VESPERTINO,VESPERTINO,RESISTENCIA DOS MATERIAIS I,ROSSIGALI,,5_ECV
MIRASOL,ECV,TARDE,3.0,5.0,QUINTA,VESPERTINO,VESPERTINO,MATERIAIS DE CONSTRUCAO CIVIL II,ELIZABETE,,5_ECV
MIRASOL,ECV,TARDE,4.0,5.0,QUINTA,VESPERTINO,VESPERTINO,MATERIAIS DE CONSTRUCAO CIVIL II,ELIZABETE,,5_ECV
MIRASOL,ECV,TARDE,5.0,5.0,QUINTA,VESPERTINO,VESPERTINO,MATERIAIS DE CONSTRUCAO CIVIL II,ELIZABETE,,5_ECV
MIRASOL,ECV,TARDE,1.0,5.0,SEXTA,VESPERTINO,VESPERTINO,MECANICA DOS SOLOS,ELISANGELA,,5_ECV
MIRASOL,ECV,TARDE,2.0,5.0,SEXTA,VESPERTINO,VESPERTINO,MECANICA DOS SOLOS,ELISANGELA,,5_ECV
MIRASOL,ECV,TARDE,3.0,5.0,SEXTA,VESPERTINO,VESPERTINO,CALCULO NUMERICO,ROGERIO,,5_ECV
MIRASOL,ECV,TARDE,4.0,5.0,SEXTA,VESPERTINO,VESPERTINO,CALCULO NUMERICO,ROGERIO,,5_ECV
MIRASOL,ECV,TARDE,5.0,5.0,SEXTA,VESPERTINO,VESPERTINO,CALCULO NUMERICO,ROGERIO,,5_ECV
PONTAL,ECV,TARDE,2.0,7.0,SEGUNDA,VESPERTINO,VESPERTINO,TRANSPORTE DE SEDIMENTOS,KIRINUS,,7_ECV
PONTAL,ECV,TARDE,3.0,7.0,SEGUNDA,VESPERTINO,VESPERTINO,TRANSPORTE DE SEDIMENTOS,KIRINUS,,7_ECV
PONTAL,ECV,TARDE,4.0,7.0,SEGUNDA,VESPERTINO,VESPERTINO,TRANSPORTE DE SEDIMENTOS,KIRINUS,,7_ECV
PONTAL,ECV,TARDE,5.0,7.0,SEGUNDA,VESPERTINO,VESPERTINO,TRANSPORTE DE SEDIMENTOS,KIRINUS,,7_ECV
PONTAL,ECV,TARDE,1.0,7.0,TERCA,VESPERTINO,VESPERTINO,PLAN OBRAS CIVIS,DANIELA,,7_ECV
PONTAL,ECV,TARDE,2.0,7.0,TERCA,VESPERTINO,VESPERTINO,PLAN OBRAS CIVIS,DANIELA,,7_ECV
PONTAL,ECV,TARDE,3.0,7.0,TERCA,VESPERTINO,VESPERTINO,CONCRETO ARMADO I,ROSSIGALI,,7_ECV
PONTAL,ECV,TARDE,4.0,7.0,TERCA,VESPERTINO,VESPERTINO,CONCRETO ARMADO I,ROSSIGALI,,7_ECV
PONTAL,ECV,TARDE,5.0,7.0,TERCA,VESPERTINO,VESPERTINO,CONCRETO ARMADO I,ROSSIGALI,,7_ECV
MIRASOL,ECV,TARDE,1.0,7.0,QUARTA,VESPERTINO,VESPERTINO,MECANICA DE ESTRUTURAS I,ROSSIGALI,,7_ECV
MIRASOL,ECV,TARDE,2.0,7.0,QUARTA,VESPERTINO,VESPERTINO,MECANICA DE ESTRUTURAS I,ROSSIGALI,,7_ECV
MIRASOL,ECV,TARDE,3.0,7.0,QUARTA,VESPERTINO,VESPERTINO,PROJETO HIDROSSANITARIO,ELIZABETE,,7_ECV
MIRASOL,ECV,TARDE,4.0,7.0,QUARTA,VESPERTINO,VESPERTINO,PROJETO HIDROSSANITARIO,ELIZABETE,,7_ECV
MIRASOL,ECV,TARDE,5.0,7.0,QUARTA,VESPERTINO,VESPERTINO,PROJETO HIDROSSANITARIO,ELIZABETE,,7_ECV
MIRASOL,ECV,TARDE,1.0,7.0,QUINTA,VESPERTINO,VESPERTINO,FUNDACOES,ELISANGELA,,7_ECV
MIRASOL,ECV,TARDE,3.0,7.0,QUINTA,VESPERTINO,VESPERTINO,MECANICA DE ESTRUTURAS I,ROSSIGALI,,7_ECV
MIRASOL,ECV,TARDE,4.0,7.0,QUINTA,VESPERTINO,VESPERTINO,MECANICA DE ESTRUTURAS I,ROSSIGALI,,7_ECV
MIRASOL,ECV,TARDE,5.0,7.0,QUINTA,VESPERTINO,VESPERTINO,CONCRETO ARMADO I,ROSSIGALI,,7_ECV
PONTAL,ECV,TARDE,1.0,7.0,SEXTA,VESPERTINO,VESPERTINO,PLANEJAMENTO URBANO E REGIONAL,DANIEL,,7_ECV
PONTAL,ECV,TARDE,2.0,7.0,SEXTA,VESPERTINO,VESPERTINO,PLANEJAMENTO URBANO E REGIONAL,DANIEL,,7_ECV
PONTAL,ECV,TARDE,3.0,7.0,SEXTA,VESPERTINO,VESPERTINO,FUNDACOES,ELISANGELA,,7_ECV
PONTAL,ECV,TARDE,4.0,7.0,SEXTA,VESPERTINO,VESPERTINO,FUNDACOES,ELISANGELA,,7_ECV
PONTAL,ECV,TARDE,5.0,7.0,SEXTA,VESPERTINO,VESPERTINO,FUNDACOES,ELISANGELA,,7_ECV
PONTAL,ECV,TARDE,1.0,9.0,SEGUNDA,VESPERTINO,VESPERTINO,ENGENHARIA DE AVALIACOES,BERNARDINO,,9_ECV
PONTAL,ECV,TARDE,2.0,9.0,SEGUNDA,VESPERTINO,VESPERTINO,ENGENHARIA DE AVALIACOES,BERNARDINO,,9_ECV
PONTAL,ECV,TARDE,3.0,9.0,SEGUNDA,VESPERTINO,VESPERTINO,ANALISE COMPUTACIONAL DE ESTRUTURAS,HENRIQUE,,9_ECV
PONTAL,ECV,TARDE,4.0,9.0,SEGUNDA,VESPERTINO,VESPERTINO,ANALISE COMPUTACIONAL DE ESTRUTURAS,HENRIQUE,,9_ECV
PONTAL,ECV,TARDE,5.0,9.0,SEGUNDA,VESPERTINO,VESPERTINO,MODELAGEM HIDRODINAMICA,KIRINUS,,9_ECV
MIRASOL,ECV,TARDE,1.0,9.0,TERCA,VESPERTINO,VESPERTINO,MODELAGEM HIDRODINAMICA,KIRINUS,,9_ECV
MIRASOL,ECV,TARDE,2.0,9.0,TERCA,VESPERTINO,VESPERTINO,MODELAGEM HIDRODINAMICA,KIRINUS,,9_ECV
MIRASOL,ECV,TARDE,3.0,9.0,TERCA,VESPERTINO,VESPERTINO,MODELAGEM HIDRODINAMICA,KIRINUS,,9_ECV
MIRASOL,ECV,TARDE,4.0,9.0,TERCA,VESPERTINO,VESPERTINO,ANALISE COMPUTACIONAL DE ESTRUTURAS,HENRIQUE,,9_ECV
MIRASOL,ECV,TARDE,5.0,9.0,TERCA,VESPERTINO,VESPERTINO,ANALISE COMPUTACIONAL DE ESTRUTURAS,HENRIQUE,,9_ECV
PONTAL,ECV,TARDE,1.0,9.0,QUARTA,VESPERTINO,VESPERTINO,LEGISL AMBIENTAL,THIAGO,,9_ECV
PONTAL,ECV,TARDE,2.0,9.0,QUARTA,VESPERTINO,VESPERTINO,LEGISL AMBIENTAL,THIAGO,,9_ECV
PONTAL,ECV,TARDE,3.0,9.0,QUARTA,VESPERTINO,VESPERTINO,OBRAS HIDRAULICAS E COSTEIRAS II,GUSTAVO,,9_ECV
PONTAL,ECV,TARDE,4.0,9.0,QUARTA,VESPERTINO,VESPERTINO,OBRAS HIDRAULICAS E COSTEIRAS II,GUSTAVO,,9_ECV
PONTAL,ECV,TARDE,5.0,9.0,QUARTA,VESPERTINO,VESPERTINO,OBRAS HIDRAULICAS E COSTEIRAS II,GUSTAVO,,9_ECV
MIRASOL,ECV,TARDE,1.0,9.0,QUINTA,VESPERTINO,VESPERTINO,PORTOS E VIAS NAVEGAVEIS,GUSTAVO,,9_ECV
MIRASOL,ECV,TARDE,2.0,9.0,QUINTA,VESPERTINO,VESPERTINO,PORTOS E VIAS NAVEGAVEIS,GUSTAVO,,9_ECV
MIRASOL,ECV,TARDE,3.0,9.0,QUINTA,VESPERTINO,VESPERTINO,ENGENHARIA DE TRAFEGO E MOBILIDADE,GUSTAVO,,9_ECV
MIRASOL,ECV,TARDE,4.0,9.0,QUINTA,VESPERTINO,VESPERTINO,ENGENHARIA DE TRAFEGO E MOBILIDADE,GUSTAVO,,9_ECV
MIRASOL,ECV,TARDE,5.0,9.0,QUINTA,VESPERTINO,VESPERTINO,ENGENHARIA DE TRAFEGO E MOBILIDADE,GUSTAVO,,9_ECV
PONTAL,ECV,TARDE,3.0,9.0,SEXTA,VESPERTINO,VESPERTINO,OBRAS DE SANEAMENTO,CAMILA,,9_ECV
PONTAL,ECV,TARDE,4.0,9.0,SEXTA,VESPERTINO,VESPERTINO,OBRAS DE SANEAMENTO,CAMILA,,9_ECV
PONTAL,ECV,TARDE,5.0,9.0,SEXTA,VESPERTINO,VESPERTINO,OBRAS DE SANEAMENTO,CAMILA,,9_ECV
MIRASOL,LCE,NOITE,1.0,1.0,SEGUNDA,NOTURNO,NOTURNO,QUIMICA I LCE112,GUILHERME,,1_LCE
MIRASOL,LCE,NOITE,2.0,1.0,SEGUNDA,NOTURNO,NOTURNO,QUIMICA I LCE112,GUILHERME,,1_LCE
MIRASOL,LCE,NOITE,3.0,1.0,SEGUNDA,NOTURNO,NOTURNO,QUIMICA I LCE112,GUILHERME,,1_LCE
MIRASOL,LCE,NOITE,4.0,1.0,SEGUNDA,NOTURNO,NOTURNO,QUIMICA I LCE112,GUILHERME,,1_LCE
MIRASOL,LCE,NOITE,5.0,1.0,SEGUNDA,NOTURNO,NOTURNO,PRATICAS I LCE115,GUILHERME,,1_LCE
MIRASOL,LCE,NOITE,1.0,1.0,TERCA,NOTURNO,NOTURNO,MATEMATICA ELEMENTAR LCE111,LUCIANA,,1_LCE
MIRASOL,LCE,NOITE,2.0,1.0,TERCA,NOTURNO,NOTURNO,MATEMATICA ELEMENTAR LCE111,LUCIANA,,1_LCE
MIRASOL,LCE,NOITE,3.0,1.0,TERCA,NOTURNO,NOTURNO,GEOMETRIA ANALITICA PP002,LUCIANA,,1_LCE
MIRASOL,LCE,NOITE,4.0,1.0,TERCA,NOTURNO,NOTURNO,GEOMETRIA ANALITICA PP002,LUCIANA,,1_LCE
MIRASOL,LCE,NOITE,5.0,1.0,TERCA,NOTURNO,NOTURNO,PRATICAS I LCE115,BATISTA,,1_LCE
MIRASOL,LCE,NOITE,1.0,1.0,QUARTA,NOTURNO,NOTURNO,FISICA I PP001,BATISTA,,1_LCE
MIRASOL,LCE,NOITE,2.0,1.0,QUARTA,NOTURNO,NOTURNO,FISICA I PP001,BATISTA,,1_LCE
MIRASOL,LCE,NOITE,3.0,1.0,QUARTA,NOTURNO,NOTURNO,FISICA I PP001,BATISTA,,1_LCE
MIRASOL,LCE,NOITE,4.0,1.0,QUARTA,NOTURNO,NOTURNO,FISICA I PP001,BATISTA,,1_LCE
MIRASOL,LCE,NOITE,1.0,1.0,QUINTA,NOTURNO,NOTURNO,MATEMATICA ELEMENTAR LCE111,LUCIANA,,1_LCE
MIRASOL,LCE,NOITE,2.0,1.0,QUINTA,NOTURNO,NOTURNO,MATEMATICA ELEMENTAR LCE111,LUCIANA,,1_LCE
MIRASOL,LCE,NOITE,3.0,1.0,QUINTA,NOTURNO,NOTURNO,FUNDAMENTOS DA EXTENSAO PP027,SELMA,,1_LCE
MIRASOL,LCE,NOITE,4.0,1.0,QUINTA,NOTURNO,NOTURNO,FUNDAMENTOS DA EXTENSAO PP027,SELMA,,1_LCE
MIRASOL,LCE,NOITE,1.0,1.0,SEXTA,NOTURNO,NOTURNO,FUNDAMENTOS DA EDUCACAO LCE113,ELIANE,,1_LCE
MIRASOL,LCE,NOITE,2.0,1.0,SEXTA,NOTURNO,NOTURNO,FUNDAMENTOS DA EDUCACAO LCE113,ELIANE,,1_LCE
MIRASOL,LCE,NOITE,3.0,1.0,SEXTA,NOTURNO,NOTURNO,PSICOLOGIA DA EDUCACAO LCE114,ELIANE,,1_LCE
MIRASOL,LCE,NOITE,4.0,1.0,SEXTA,NOTURNO,NOTURNO,PSICOLOGIA DA EDUCACAO LCE114,ELIANE,,1_LCE
MIRASOL,LCE,TARDE,5.0,3.0,SEGUNDA,VESPERTINO,NOTURNO,PRATICAS III LCE137,GUILHERME,HORARIO DAS 17H30,3_LCE
MIRASOL,LCE,NOITE,1.0,3.0,SEGUNDA,NOTURNO,NOTURNO,ETICA E EDUCACAO LCE134,ELIANE,,3_LCE
MIRASOL,LCE,NOITE,2.0,3.0,SEGUNDA,NOTURNO,NOTURNO,ETICA E EDUCACAO LCE134,ELIANE,,3_LCE
MIRASOL,LCE,NOITE,3.0,3.0,SEGUNDA,NOTURNO,NOTURNO,CALCULO INTEGRAL LCE131,BACALHAU,,3_LCE
