Campus,Curso,Periodo_dia,Horario,Semestre,Dia,Periodo_Aula,Tipo_Curso,Materia,Professor,Observacao,Semestre_Curso
PONTAL,OCEANO,TARDE,2.0,3.0,QUINTA,VESPERTINO,INTEGRAL,QUIMICA I,HARUMI,,3_OCEANO
PONTAL,OCEANO,TARDE,3.0,3.0,QUINTA,VESPERTINO,INTEGRAL,QUIMICA I,HARUMI,,3_OCEANO
PONTAL,OCEANO,TARDE,4.0,3.0,QUINTA,VESPERTINO,INTEGRAL,QUIMICA I,HARUMI,,3_OCEANO
PONTAL,OCEANO,TARDE,1.0,5.0,SEGUNDA,VESPERTINO,INTEGRAL,OFICINA DE PESQUISA III,MAURICIO,,5_OCEANO
PONTAL,OCEANO,TARDE,2.0,5.0,SEGUNDA,VESPERTINO,INTEGRAL,OFICINA DE PESQUISA III,MAURICIO,,5_OCEANO
PONTAL,OCEANO,TARDE,3.0,5.0,SEGUNDA,VESPERTINO,INTEGRAL,OFICINA DE PESQUISA III,MAURICIO,,5_OCEANO
PONTAL,OCEANO,MANHA,1.0,5.0,TERCA,MATUTINO,INTEGRAL,OCEANOGRAFIA GEOLOGICA,LAMOUR,,5_OCEANO
PONTAL,OCEANO,MANHA,2.0,5.0,TERCA,MATUTINO,INTEGRAL,OCEANOGRAFIA GEOLOGICA,LAMOUR,,5_OCEANO
PONTAL,OCEANO,MANHA,3.0,5.0,TERCA,MATUTINO,INTEGRAL,OCEANOGRAFIA GEOLOGICA,LAMOUR,,5_OCEANO
PONTAL,OCEANO,MANHA,4.0,5.0,TERCA,MATUTINO,INTEGRAL,OCEANOGRAFIA GEOLOGICA,LAMOUR,,5_OCEANO
PONTAL,OCEANO,TARDE,1.0,5.0,TERCA,VESPERTINO,INTEGRAL,COMUNICACAO E DIVULGACAO CIENTIFICA,ERICA,,5_OCEANO
PONTAL,OCEANO,TARDE,2.0,5.0,TERCA,VESPERTINO,INTEGRAL,COMUNICACAO E DIVULGACAO CIENTIFICA,ERICA,,5_OCEANO
PONTAL,OCEANO,TARDE,3.0,5.0,TERCA,VESPERTINO,INTEGRAL,COMUNICACAO E DIVULGACAO CIENTIFICA,ERICA,,5_OCEANO
PONTAL,OCEANO,MANHA,1.0,5.0,QUARTA,MATUTINO,INTEGRAL,BIOQUIMICA,RODOLFO,,5_OCEANO
PONTAL,OCEANO,MANHA,2.0,5.0,QUARTA,MATUTINO,INTEGRAL,BIOQUIMICA,RODOLFO,,5_OCEANO
PONTAL,OCEANO,MANHA,3.0,5.0,QUARTA,MATUTINO,INTEGRAL,BIOQUIMICA,SACHSIDA,,5_OCEANO
PONTAL,OCEANO,MANHA,4.0,5.0,QUARTA,MATUTINO,INTEGRAL,BIOQUIMICA,SACHSIDA,,5_OCEANO
PONTAL,OCEANO,TARDE,1.0,5.0,QUINTA,VESPERTINO,INTEGRAL,ONDAS E MARES,DIANA,,5_OCEANO
PONTAL,OCEANO,TARDE,2.0,5.0,QUINTA,VESPERTINO,INTEGRAL,ONDAS E MARES,DIANA,,5_OCEANO
PONTAL,OCEANO,TARDE,3.0,5.0,QUINTA,VESPERTINO,INTEGRAL,ONDAS E MARES,DIANA,,5_OCEANO
PONTAL,OCEANO,TARDE,4.0,5.0,QUINTA,VESPERTINO,INTEGRAL,ONDAS E MARES,DIANA,,5_OCEANO
PONTAL,OCEANO,MANHA,1.0,5.0,SEXTA,MATUTINO,INTEGRAL,PLANEJAMENTO PARA O ESPACO MARINHO,DANIEL,,5_OCEANO
PONTAL,OCEANO,MANHA,2.0,5.0,SEXTA,MATUTINO,INTEGRAL,PLANEJAMENTO PARA O ESPACO MARINHO,DANIEL,,5_OCEANO
PONTAL,OCEANO,MANHA,3.0,5.0,SEXTA,MATUTINO,INTEGRAL,OCEANOGRAFIA FISICA I,DOURADO,,5_OCEANO
PONTAL,OCEANO,MANHA,4.0,5.0,SEXTA,MATUTINO,INTEGRAL,OCEANOGRAFIA FISICA I,DOURADO,,5_OCEANO
PONTAL,OCEANO,MANHA,2.0,7.0,TERCA,MATUTINO,INTEGRAL,ICTIOLOGIA,HENRY,,7_OCEANO
PONTAL,OCEANO,MANHA,3.0,7.0,TERCA,MATUTINO,INTEGRAL,ICTIOLOGIA,HENRY,,7_OCEANO
PONTAL,OCEANO,MANHA,4.0,7.0,TERCA,MATUTINO,INTEGRAL,ICTIOLOGIA,HENRY,,7_OCEANO
PONTAL,OCEANO,MANHA,1.0,7.0,QUARTA,MATUTINO,INTEGRAL,GEOQUIMICA MARINHA,TATIANE,,7_OCEANO
PONTAL,OCEANO,MANHA,2.0,7.0,QUARTA,MATUTINO,INTEGRAL,GEOQUIMICA MARINHA,TATIANE,,7_OCEANO
PONTAL,OCEANO,MANHA,3.0,7.0,QUARTA,MATUTINO,INTEGRAL,GEOQUIMICA MARINHA,TATIANE,,7_OCEANO
PONTAL,OCEANO,MANHA,4.0,7.0,QUARTA,MATUTINO,INTEGRAL,GEOQUIMICA MARINHA,TATIANE,,7_OCEANO
PONTAL,OCEANO,MANHA,1.0,7.0,QUINTA,MATUTINO,INTEGRAL,PROCESSOS ECOLOGICOS EM AMBIENTES,ERICA,,7_OCEANO
PONTAL,OCEANO,MANHA,2.0,7.0,QUINTA,MATUTINO,INTEGRAL,PROCESSOS ECOLOGICOS EM AMBIENTES,BERSANO,,7_OCEANO
PONTAL,OCEANO,MANHA,3.0,7.0,QUINTA,MATUTINO,INTEGRAL,PROCESSOS ECOLOGICOS EM AMBIENTES,MAFRA,,7_OCEANO
PONTAL,OCEANO,MANHA,4.0,7.0,QUINTA,MATUTINO,INTEGRAL,PROCESSOS ECOLOGICOS EM AMBIENTES,ERICA,,7_OCEANO
PONTAL,OCEANO,TARDE,1.0,7.0,SEGUNDA,VESPERTINO,INTEGRAL,OFICINA DE PESQUISA IV,HENRY,,7_OCEANO
PONTAL,OCEANO,TARDE,2.0,7.0,SEGUNDA,VESPERTINO,INTEGRAL,OFICINA DE PESQUISA IV,HENRY,,7_OCEANO
PONTAL,OCEANO,TARDE,3.0,7.0,SEGUNDA,VESPERTINO,INTEGRAL,OFICINA DE PESQUISA IV,HENRY,,7_OCEANO
PONTAL,OCEANO,TARDE,1.0,7.0,TERCA,VESPERTINO,INTEGRAL,LEGISLACAO E MEIO AMBIENTE,THIAGO,,7_OCEANO
PONTAL,OCEANO,TARDE,2.0,7.0,TERCA,VESPERTINO,INTEGRAL,LEGISLACAO E MEIO AMBIENTE,THIAGO,,7_OCEANO
PONTAL,OCEANO,TARDE,3.0,7.0,TERCA,VESPERTINO,INTEGRAL,LEGISLACAO E MEIO AMBIENTE,THIAGO,,7_OCEANO
PONTAL,OCEANO,TARDE,4.0,7.0,TERCA,VESPERTINO,INTEGRAL,LEGISLACAO E MEIO AMBIENTE,THIAGO,,7_OCEANO
PONTAL,OCEANO,TARDE,1.0,7.0,QUARTA,VESPERTINO,INTEGRAL,RECURSOS MINERAIS MARINHOS,LAMOUR,,7_OCEANO
PONTAL,OCEANO,TARDE,2.0,7.0,QUARTA,VESPERTINO,INTEGRAL,RECURSOS MINERAIS MARINHOS,LAMOUR,,7_OCEANO
PONTAL,OCEANO,TARDE,3.0,7.0,QUARTA,VESPERTINO,INTEGRAL,RECURSOS MINERAIS MARINHOS,LAMOUR,,7_OCEANO
PONTAL,OCEANO,TARDE,1.0,7.0,QUINTA,VESPERTINO,INTEGRAL,GERENCIAMENTO COSTEIRO,DANIEL,,7_OCEANO
PONTAL,OCEANO,TARDE,2.0,7.0,QUINTA,VESPERTINO,INTEGRAL,GERENCIAMENTO COSTEIRO,DANIEL,,7_OCEANO
PONTAL,OCEANO,TARDE,3.0,7.0,QUINTA,VESPERTINO,INTEGRAL,GERENCIAMENTO COSTEIRO,DANIEL,,7_OCEANO
PONTAL,OCEANO,TARDE,4.0,7.0,QUINTA,VESPERTINO,INTEGRAL,GERENCIAMENTO COSTEIRO,DANIEL,,7_OCEANO
PONTAL,OCEANO,MANHA,1.0,9.0,SEGUNDA,MATUTINO,INTEGRAL,OCEANOGRAFIA POR SATELITE,MAURICIO,,9_OCEANO
PONTAL,OCEANO,MANHA,2.0,9.0,SEGUNDA,MATUTINO,INTEGRAL,OCEANOGRAFIA POR SATELITE,MAURICIO,,9_OCEANO
PONTAL,OCEANO,MANHA,3.0,9.0,SEGUNDA,MATUTINO,INTEGRAL,OCEANOGRAFIA POR SATELITE,MAURICIO,,9_OCEANO
PONTAL,OCEANO,MANHA,4.0,9.0,SEGUNDA,MATUTINO,INTEGRAL,OCEANOGRAFIA POR SATELITE,MAURICIO,,9_OCEANO
PONTAL,OCEANO,MANHA,1.0,9.0,TERCA,MATUTINO,INTEGRAL,INTERACAO OCEANOATMOSFERA,DOURADO,,9_OCEANO
PONTAL,OCEANO,MANHA,2.0,9.0,TERCA,MATUTINO,INTEGRAL,INTERACAO OCEANOATMOSFERA,DOURADO,,9_OCEANO
PONTAL,OCEANO,MANHA,1.0,9.0,QUARTA,MATUTINO,INTEGRAL,MEIO AMBIENTE E DESENVOLVIMENTO II,MANUELA,,9_OCEANO
PONTAL,OCEANO,MANHA,2.0,9.0,QUARTA,MATUTINO,INTEGRAL,MEIO AMBIENTE E DESENVOLVIMENTO II,MANUELA,,9_OCEANO
PONTAL,OCEANO,MANHA,3.0,9.0,QUARTA,MATUTINO,INTEGRAL,MEIO AMBIENTE E DESENVOLVIMENTO II,MANUELA,,9_OCEANO
PONTAL,OCEANO,MANHA,1.0,9.0,QUINTA,MATUTINO,INTEGRAL,MEIO AMBIENTE E DESENVOLVIMENTO II,MANUELA,,9_OCEANO
PONTAL,OCEANO,MANHA,2.0,9.0,QUINTA,MATUTINO,INTEGRAL,MEIO AMBIENTE E DESENVOLVIMENTO II,MANUELA,,9_OCEANO
PONTAL,OCEANO,MANHA,3.0,9.0,QUINTA,MATUTINO,INTEGRAL,INTRODUCAO A AQUICULTURA,LUCIENE,,9_OCEANO
PONTAL,OCEANO,MANHA,4.0,9.0,QUINTA,MATUTINO,INTEGRAL,INTRODUCAO A AQUICULTURA,LUCIENE,,9_OCEANO
PONTAL,OCEANO,MANHA,1.0,9.0,SEXTA,MATUTINO,INTEGRAL,INTERACAO OCEANOATMOSFERA,DOURADO,,9_OCEANO
PONTAL,OCEANO,MANHA,2.0,9.0,SEXTA,MATUTINO,INTEGRAL,INTERACAO OCEANOATMOSFERA,DOURADO,,9_OCEANO
PONTAL,OCEANO,MANHA,3.0,9.0,SEXTA,MATUTINO,INTEGRAL,ICTIOPLANCTON,HENRY,,9_OCEANO
PONTAL,OCEANO,MANHA,4.0,9.0,SEXTA,MATUTINO,INTEGRAL,ICTIOPLANCTON,HENRY,,9_OCEANO
PONTAL,OCEANO,TARDE,1.0,9.0,TERCA,VESPERTINO,INTEGRAL,GASES DISOLVIDOS E ACIDIFICACAO,TATIANE,,9_OCEANO
PONTAL,OCEANO,TARDE,2.0,9.0,TERCA,VESPERTINO,INTEGRAL,GASES DISOLVIDOS E ACIDIFICACAO,TATIANE,,9_OCEANO
PONTAL,OCEANO,TARDE,3.0,9.0,TERCA,VESPERTINO,INTEGRAL,GASES DISOLVIDOS E ACIDIFICACAO,TATIANE,,9_OCEANO
PONTAL,OCEANO,TARDE,4.0,9.0,TERCA,VESPERTINO,INTEGRAL,GASES DISOLVIDOS E ACIDIFICACAO,TATIANE,,9_OCEANO
PONTAL,OCEANO,TARDE,1.0,9.0,QUARTA,VESPERTINO,INTEGRAL,INTRODUCAO A MODELAGEM DE PROCESSOS,DOURADO,,9_OCEANO
PONTAL,OCEANO,TARDE,2.0,9.0,QUARTA,VESPERTINO,INTEGRAL,INTRODUCAO A MODELAGEM DE PROCESSOS,DOURADO,,9_OCEANO
PONTAL,OCEANO,TARDE,3.0,9.0,QUARTA,VESPERTINO,INTEGRAL,MERGULHO CIENTIFICOMIRASSOL,BELZ,OPTATIVA,9_OCEANO
PONTAL,OCEANO,TARDE,4.0,9.0,QUARTA,VESPERTINO,INTEGRAL,MERGULHO CIENTIFICOMIRASSOL,BELZ,OPTATIVA,9_OCEANO
PONTAL,OCEANO,TARDE,1.0,9.0,QUINTA,VESPERTINO,INTEGRAL,INTRODUCAO A MODELAGEM DE PROCESSOS,DOURADO,,9_OCEANO
PONTAL,OCEANO,TARDE,2.0,9.0,QUINTA,VESPERTINO,INTEGRAL,INTRODUCAO A MODELAGEM DE PROCESSOS,DOURADO,,9_OCEANO
